algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered
bubble;0.05;100;26;11;11.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;29;14;14.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;29;14;14.00
bubble;0.05;100;29;14;14.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;48;11;11.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;20;15;15.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;20;15;15.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;48;11;11.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;29;14;14.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;29;14;14.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;29;14;14.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;28;13;13.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;29;14;14.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;48;11;11.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;20;15;15.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;20;15;15.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;48;11;11.00
bubble;0.05;100;29;14;14.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;29;14;14.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;35;14;14.00
bubble;0.05;100;19;17;17.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;23;14;14.00
bubble;0.05;100;20;18;18.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;33;10;10.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;26;11;11.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;36;11;11.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;13;12;12.00
bubble;0.05;100;29;14;14.00
bubble;0.05;100;13;12;12.00
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;79;126;12.60
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;79;126;12.60
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;82;111;11.10
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;82;111;11.10
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;82;111;11.10
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;142;132;13.20
